ID_Publicacion,ID_Publicacion_Padre,ID_Usuario,Usuario_Handle,Plataforma,Tipo_Publicacion,Texto_Publicacion,Hashtags_Usados,Marca_Mencionada,Fecha_Hora_Publicacion,Perfil_Usuario,Antigüedad_Cuenta_Dias,Num_Seguidores_Cuenta,Num_Interacciones,Velocidad_Viralizacion,Contenido_Reciclado,Corroboraciones_Independientes
2871,2610.0,266,@gabrielasabana,X,Comentario,"Pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos la verdad.",#VerificaAntesDeCompartir #QueDijoKai,,2026-03-15 04:49:42,Cuenta_Nueva,13.9,1813,62.0,0.7,No,0
2872,2683.0,311,@wilson2020,Instagram,Comentario,una cuenta que no conozco subió una captura que supuestamente confirma todo,,,2026-03-15 04:23:06,Cuenta_Nueva,15.0,121,737.0,17.3,No,1
2873,2850.0,405,@fansdekai_236,X,Comentario,"esa imagen no es nueva, ya circulaba con otro nombre hace tiempo",#JusticiaParaKai,,2026-03-15 06:35:49,Fan_Antiguo,0.0,7567,353.0,9.4,No,0
2874,,37,@sebastiancardenassaban,TikTok,Transcripción de audio/video,"La marca ya se está lavando las manos, típico sinceramente.",,,2026-03-15 00:56:25,Anónimo,1405.3,1061,21.0,2.7,No,1
2875,2544.0,235,@ricardo98,TikTok,Comentario,"que oso si es verdad, y que oso si no lo es y todavía falta que hable Kai",#Cancelado,,2026-03-15 04:33:21,Fan_Antiguo,1284.4,3028,29.0,3.2,No,0
2876,2722.0,309,@valentinapinzonco,TikTok,Comentario,me acaban de contar que supuestamente el ganador real habló pero borró el mensaje rapidísimo,,,2026-03-15 04:27:48,Cuenta_Nueva,6.8,35,304.0,6.4,No,0
2877,,58,@paulacun,TikTok,Repost/Cita,dejen a la gente en paz hasta que se sepa la verdad de verdad.,#EvaluandoLaSituacion #KaiEsInocente,,2026-03-15 04:04:36,Verificado,1052.5,20877,29.0,0.1,No,0
2878,,61,@juan34,TikTok,Post original,esto me recuerda a como diez casos parecidos ya en serio.,,,2026-03-15 03:05:54,Anónimo,30.0,1023,87.0,1.5,No,0
2879,2627.0,255,@cristianalarconcun,TikTok,Repost/Cita,en mi casa no se habla de otra cosa desde anoche y cada rato cambia la versión,#KaiDuarte,,2026-03-15 05:37:26,Fan_Antiguo,1035.4,3661,300.0,2.5,No,0
2880,2732.0,322,@angie_oficial,X,Comentario,Me acaban de contar que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,#Cancelado,,2026-03-15 03:10:06,Cuenta_Nueva,6.1,178,195.0,9.9,No,1
2881,2651.0,180,@lilianacruz_real,X,Descripción de captura,en mi casa no se habla de otra cosa desde anoche ya en serio,,,2026-03-15 06:21:44,Fan_Antiguo,1202.1,3063,40.0,3.0,No,0
2882,2836.0,251,@miguel_col,X,Comentario,"yo creo que el clip completo, sin el corte de 14 segundos, cuenta una historia distinta",#QueDijoKai #JusticiaParaKai,,2026-03-15 03:33:58,Fan_Antiguo,1376.3,7608,65.0,2.0,No,3
2883,2555.0,261,@camilalopez99,X,Comentario,cada hora aparece un ángulo nuevo de esto...,#EvaluandoLaSituacion,,2026-03-15 04:12:26,Anónimo,1.5,5573,73.0,4.1,No,0
2884,2878.0,420,@fansdekai_721,Instagram,Comentario,"eso que están pasando como prueba nueva es de un caso viejo, no es de ahora",#JusticiaParaKai,,2026-03-15 04:07:23,Fan_Antiguo,37.7,1500,167.0,0.1,No,1
2885,2884.0,409,@fansdekai_482,TikTok,Comentario,el recorte de 14 segundos le quita todo el contexto a lo que dijo,#JusticiaParaKai,,2026-03-15 04:17:01,Cuenta_Nueva,0.0,604,52.0,8.4,No,0
2886,2773.0,49,@sebastian98,X,Comentario,actualización: revisé el reglamento público del sorteo y coincide con lo que se hizo,#KaiDuarte,,2026-03-15 04:50:18,Anónimo,1400.7,4642,147.0,2.7,No,3
2887,2781.0,80,@juansalazar03,Instagram,Comentario,La cantidad de cuentas nuevas comentando esto me da mala espina y eso que apenas empieza el día,,,2026-03-15 04:15:34,Verificado,1451.6,2025,50.0,1.1,No,1
2888,2794.0,208,@diegoco,TikTok,Comentario,"Dato: el clip completo, sin el corte de 14 segundos, cuenta una historia distinta",#JusticiaParaKai,,2026-03-15 05:01:25,Fan_Antiguo,2705.8,6040,114.0,0.1,No,4
2889,,319,@cesar99,X,Post original,"esto se puso serio rapidísimo, hace una hora era chisme ya en serio",#EvaluandoLaSituacion #FueraKai,,2026-03-15 01:47:51,Cuenta_Nueva,17.7,313,105.0,2.2,No,0
2890,2694.0,218,@camilacardenas,Instagram,Comentario,"posta que vi un live reaccionando que desmontó todo, aunque no lo vi completo",#CancelenAKai #QueDijoKai,,2026-03-15 04:23:18,Verificado,2503.6,13569,655.0,6.5,No,1
2891,,444,@VerificaYA_Co,X,Post original,Encontramos inconsistencias de horario en al menos dos de las pruebas que circulan.,#VerificaAntesDeCompartir,,2026-03-15 01:44:07,Verificado,1600.0,90000,1170.0,1.9,Sí (idéntico a publicación de 2023 sobre otro creador),3
2892,2880.0,350,@yulianaleon_real,Instagram,Comentario,Circula que circula el rumor de que hay más pruebas guardadas para después,#KaiDuarte,,2026-03-15 03:23:18,Cuenta_Nueva,0.0,556,206.0,16.5,No,0
2893,2672.0,216,@vivianaramirez_ug,TikTok,Transcripción de audio/video,si UrbanKrew no rompe el contrato hoy yo dejo de comprarles,#QueDijoKai,PulsoTech,2026-03-15 04:04:44,Anónimo,448.1,1917,107.0,0.1,No,2
2894,2598.0,290,@haroldbogota,Instagram,Comentario,"me llegó por WhatsApp que Kai sí arregló todo, no tengo la fuente original",,,2026-03-15 04:02:23,Anónimo,8.1,277,255.0,5.6,No,0
2895,2666.0,298,@juliancastro_ug,X,Comentario,me acaban de contar que alguien juró que tiene capturas del chat privado pero nunca las publicó,#EvaluandoLaSituacion,,2026-03-15 03:44:54,Anónimo,11.5,268,187.0,16.0,Posible (similar a una publicación anterior),0
2896,2883.0,204,@esteban03,X,Comentario,si esto resulta ser falso alguien tiene que responder por el daño...,,,2026-03-15 04:17:42,Verificado,1936.3,6350,82.0,5.0,No,1
2897,,322,@angie_oficial,X,Comentario,"cada rato sale un testigo nuevo, esto ya parece novela ya en serio 😳😳",,,2026-03-15 03:40:20,Cuenta_Nueva,6.1,178,47.0,1.2,No,1
2898,2796.0,68,@gabriela99,TikTok,Comentario,"honestamente, el clip completo, sin el corte de 14 segundos, cuenta una historia distinta",,,2026-03-15 02:58:35,Verificado,1575.7,29670,31.0,5.4,No,0
2899,,37,@sebastiancardenassaban,X,Post original,tremendo desorden se armó de la nada anoche y eso que apenas empieza el día...,#KaiDuarte #CancelenAKai,,2026-03-15 03:15:11,Anónimo,1405.3,1061,17.0,2.7,No,0
2900,2763.0,349,@jorgecun,Instagram,Comentario,me acaban de contar que un tiktok con millones de vistas ya lo dio por hecho,,,2026-03-15 07:06:34,Cuenta_Nueva,2.2,337,198.0,9.5,No,0
2901,2850.0,338,@cesarsabana,Instagram,Comentario,"me acaban de contar que vi un live reaccionando que desmontó todo, aunque no lo vi completo",,,2026-03-15 06:32:11,Cuenta_Nueva,2.6,970,107.0,12.6,No,1
2902,2894.0,329,@monica34,TikTok,Comentario,"vi un live reaccionando que desmontó todo, aunque no lo vi completo",#KaiDuarte,,2026-03-15 04:03:26,Cuenta_Nueva,19.9,548,399.0,9.4,No,0
2903,,447,@RedFactCheckCo,X,Post original,"El patrón de creación de cuentas alrededor de este tema es atípico, seguimos documentando.",#VerificaAntesDeCompartir,,2026-03-15 01:46:29,Verificado,3000.0,210000,334.0,5.5,No,1
2904,2829.0,128,@laura99,X,Comentario,"yo creo que vi la transmisión completa dos veces, no encuentro el corte que muestran",#QueDijoKai #JusticiaParaKai,,2026-03-15 04:27:22,Anónimo,481.6,2773,116.0,2.6,No,2
2905,2670.0,289,@gabrielarojas,X,Comentario,cada hora aparece un ángulo nuevo de esto y eso que apenas empieza el día.,#KaiDuarte,,2026-03-15 04:08:44,Cuenta_Nueva,0.0,2339,28.0,4.1,No,0
2906,2853.0,329,@monica34,Foro anónimo,Comentario,"según un grupo de Facebook, esto ya se sabía desde hace meses",#FueraKai #Cancelado,,2026-03-15 03:57:44,Cuenta_Nueva,19.9,548,432.0,15.7,No,0
2907,2625.0,326,@ricardo_uni,X,Descripción de captura,esto habla más de nosotros como internet que de Kai la verdad y nadie sabe ni qué creer,,,2026-03-15 04:36:30,Anónimo,10.3,901,157.0,2.1,No,0
2908,,116,@carolina_00,X,Transcripción de audio/video,"la marca ya se está lavando las manos, típico la verdad.",,,2026-03-15 01:03:18,Verificado,985.8,604,8.0,4.2,No,0
2909,2541.0,150,@miguelcardenas,Instagram,Repost/Cita,tremendo desorden se armó de la nada anoche sin exagerar...,,,2026-03-15 05:27:57,Verificado,1066.3,10079,172.0,1.3,No,1
2910,2538.0,106,@antoniasabana,TikTok,Comentario,El trending de hoy tenía que ser esto obviamente otra vez.,,,2026-03-15 05:47:39,Verificado,1562.2,6708,122.0,2.8,No,1
2911,2651.0,416,@teamkai_969,X,Comentario,"esas capturas ya las vi hace años en otro escándalo, esto es reciclado",#JusticiaParaKai,,2026-03-15 06:27:46,Anónimo,334.0,265,436.0,0.9,No,1
2912,2846.0,51,@jhon07,X,Comentario,"Dato: conozco a alguien que ganó un sorteo anterior de Kai, todo fue legal",,,2026-03-15 03:25:10,Verificado,798.0,45910,725.0,0.1,No,0
2913,2760.0,313,@felipesalazar03,X,Descripción de captura,cada hora aparece un ángulo nuevo de esto y eso que apenas empieza el día,#QueDijoKai,,2026-03-15 05:49:13,Anónimo,0.6,52,52.0,3.0,No,0
2914,2863.0,68,@gabriela99,X,Repost/Cita,No puedo creer lo que está pasando con Kai otra vez,#QueDijoKai #EvaluandoLaSituacion,,2026-03-15 02:33:58,Verificado,1575.7,29670,32.0,0.9,No,2
2915,2727.0,304,@adrianariostv,TikTok,Comentario,no puedo creer lo que está pasando con Kai de verdad.,,,2026-03-15 03:16:52,Cuenta_Nueva,13.2,764,82.0,4.6,No,0
2916,,131,@oscar,TikTok,Post original,Dejen a la gente en paz hasta que se sepa la verdad otra vez.,#VerificaAntesDeCompartir,,2026-03-15 03:07:00,Fan_Antiguo,2015.6,9927,24.0,2.0,No,0
2917,2559.0,210,@oscarleon_ug,TikTok,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina sin exagerar...,,,2026-03-15 04:10:53,Bot_Sospechoso,1298.5,4703,20.0,2.2,No,0
2918,2880.0,329,@monica34,X,Comentario,me acaban de contar que una cuenta que no conozco subió una captura que supuestamente confirma todo,,,2026-03-15 03:11:34,Cuenta_Nueva,19.9,548,533.0,14.7,No,1
2919,,112,@kevinmoreno34,X,Comentario,esto me recuerda a como diez casos parecidos y cada rato cambia la versión 🤔🤔,,,2026-03-15 03:18:29,Verificado,100.5,1674,50.0,0.1,No,0
2920,2863.0,90,@carlos_real,Instagram,Transcripción de audio/video,esto me recuerda a como diez casos parecidos y cada rato cambia la versión.,#KaiDuarte,,2026-03-15 02:25:16,Fan_Antiguo,30.0,249,21.0,3.7,No,0
2921,2916.0,27,@cristiancruz15,X,Comentario,Actualización: revisé el reglamento público del sorteo y coincide con lo que se hizo,#EvaluandoLaSituacion,,2026-03-15 03:14:46,Fan_Antiguo,122.4,272,212.0,1.9,No,0
2922,2894.0,252,@karen_col,X,Comentario,  posta que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado   ,,,2026-03-15 05:05:15,Verificado,2028.8,5252,91.0,0.1,Posible (similar a una publicación anterior),0
2923,2908.0,25,@andres_ug,Instagram,Comentario,alguien me explica bien qué fue lo que pasó anoche otra vez,#KaiDuarte,,2026-03-15 03:33:01,Verificado,732.4,3288,96.0,0.1,No,2
2924,,212,@sofiaco,X,Repost/Cita,esto se siente exactamente igual a lo del año pasado con otro streamer de verdad,,,2026-03-15 03:48:57,Fan_Antiguo,597.0,3332,105.0,3.3,No,1
2925,2918.0,278,@isabellaalarcon_11,X,Comentario,en mi casa no se habla de otra cosa desde anoche y las marcas ni se han pronunciado bien 💀,#KaiDuarte,,2026-03-15 03:12:39,Anónimo,11.2,119,156.0,2.6,No,0
2926,2833.0,144,@carolinapinzon34,TikTok,Comentario,"esto se puso serio rapidísimo, hace una hora era chisme ya en serio",#EvaluandoLaSituacion,,2026-03-15 04:01:00,Fan_Antiguo,61.0,2900,40.0,1.0,No,1
2927,,16,@lilianapinzonbogota,Instagram,Comentario,"cada quien cree lo que quiere creer, ya nadie mira pruebas y las marcas ni se han pronunciado bien 😳",,,2026-03-15 02:09:22,Fan_Antiguo,809.0,2277,76.0,2.8,No,1
2928,2529.0,326,@ricardo_uni,X,Comentario,yo creo que hay que esperar antes de sacar conclusiones 😳,#Cancelado,,2026-03-15 04:54:47,Anónimo,10.3,901,11.0,0.1,No,0
2929,2773.0,222,@fabian07,Foro anónimo,Comentario,"actualización: tengo un conocido que trabajó en la producción, dice que todo estuvo en orden",,,2026-03-15 04:52:00,Verificado,519.2,3479,172.0,1.8,No,3
2930,2917.0,36,@sebastian_00,X,Descripción de captura,yo llevo horas viendo hilos sobre esto en vez de dormir sinceramente...,,,2026-03-15 04:15:41,Verificado,1113.8,958,42.0,1.0,No,0
2931,2886.0,154,@miguelcardenascun,X,Comentario,"para que sepan: vi la transmisión completa dos veces, no encuentro el corte que muestran",#YoLeCreoAKai,,2026-03-15 04:53:44,Fan_Antiguo,,3144,40.0,6.3,No,2
2932,2798.0,60,@alejandropinzon99,X,Comentario,"Dato: el clip completo, sin el corte de 14 segundos, cuenta una historia distinta",#QueDijoKai,,2026-03-15 02:28:56,Anónimo,1712.2,2331,183.0,5.8,No,1
2933,2884.0,399,@kaisquad_446,X,Comentario,"si tuvieran algo sólido ya lo hubieran mostrado completo, no en pedazos",#JusticiaParaKai,,2026-03-15 04:07:45,Cuenta_Nueva,502.1,833,643.0,9.9,No,5
2934,,314,@esteban_uni,Foro anónimo,Descripción de captura,yo llevo horas viendo hilos sobre esto en vez de dormir sinceramente,#Cancelado,,2026-03-15 01:34:54,Anónimo,4.7,256,100.0,2.9,No,2
2935,,54,@haroldriosbogota,Instagram,Repost/Cita,Clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión la verdad,,,2026-03-15 04:12:59,Fan_Antiguo,1270.7,672,28.0,4.0,No,1
2936,2883.0,5,@tatiana2020,X,Descripción de captura,alguien me explica bien qué fue lo que pasó anoche sinceramente 💀💀,#QueDijoKai,,2026-03-15 04:15:11,Verificado,692.0,2193,59.0,1.3,No,0
2937,2729.0,385,@despiertaya_406,X,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 05:14:38,Bot_Sospechoso,1.5,11369,13.0,2.7,No,2
2938,2670.0,73,@lilianarios_00,Instagram,Comentario,dicen que supuestamente el ganador real habló pero borró el mensaje rapidísimo,#Cancelado #KaiMentiroso,,2026-03-15 04:08:14,Fan_Antiguo,248.8,8978,616.0,0.1,No,1
2939,2755.0,421,@teamkai_478,X,Comentario,"Kai lleva años siendo transparente con sus sorteos, esto no cuadra",#JusticiaParaKai,,2026-03-15 05:51:10,Anónimo,0.0,677,420.0,5.5,No,3
2940,2679.0,148,@antoniapardo_col,Instagram,Repost/Cita,esto me recuerda a como diez casos parecidos y nadie sabe ni qué creer,#YoLeCreoAKai,,2026-03-15 04:19:52,Anónimo,408.1,1457,56.0,3.4,No,0
2941,,59,@antoniaco,X,Comentario,el que suba a defenderlo sin pruebas también me da desconfianza de verdad,#KaiDuarte,,2026-03-15 03:57:51,Verificado,555.6,640,120.0,0.6,No,0
2942,2575.0,13,@jhon_oficial,TikTok,Comentario,el que suba a defenderlo sin pruebas también me da desconfianza la verdad,#YoLeCreoAKai,,2026-03-15 04:17:08,Fan_Antiguo,570.2,324,255.0,4.2,No,0
2943,2884.0,428,@kaisquad_528,Instagram,Comentario,"si tuvieran algo sólido ya lo hubieran mostrado completo, no en pedazos",#JusticiaParaKai,,2026-03-15 04:10:25,Cuenta_Nueva,1253.1,5202,209.0,9.0,No,1
2944,2822.0,278,@isabellaalarcon_11,X,Descripción de captura,el que suba a defenderlo sin pruebas también me da desconfianza 🤔🤔,#EvaluandoLaSituacion #Cancelado,,2026-03-15 04:12:09,Anónimo,11.2,119,50.0,1.3,No,0
2945,2826.0,298,@juliancastro_ug,X,Comentario,honestamente ya perdí la cuenta de cuántas pruebas van y eso que apenas empieza el día...,#Cancelado #EvaluandoLaSituacion,,2026-03-15 03:43:12,Anónimo,11.5,268,53.0,1.1,No,0
2946,,254,@nicolasperez_uni,TikTok,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina 😳😳,,,2026-03-15 03:56:08,Verificado,1272.7,8096,93.0,1.9,No,2
2947,2881.0,257,@carolinaramirez34,X,Repost/Cita,Si esto no se aclara hoy se va a armar una novela de meses,,,2026-03-15 06:33:31,Anónimo,7.3,69,131.0,3.3,No,1
2948,2831.0,327,@yuliana07,TikTok,Comentario,posta que supuestamente el ganador real habló pero borró el mensaje rapidísimo,#KaiDuarte,,2026-03-15 05:22:47,Cuenta_Nueva,14.7,52,630.0,6.9,No,0
2949,2939.0,422,@fansdekai_516,Instagram,Comentario,"esa imagen no es nueva, ya circulaba con otro nombre hace tiempo",#JusticiaParaKai,,2026-03-15 05:53:14,Fan_Antiguo,0.0,5313,463.0,0.1,No,2
2950,,64,@isabella,X,Comentario,"A mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo y cada rato cambia la versión...",#JusticiaParaKai,,2026-03-15 04:13:59,Verificado,591.4,922,200.0,0.7,No,0
2951,2722.0,247,@antonia2020,TikTok,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer sinceramente,,,2026-03-15 04:13:58,Verificado,881.8,4732,178.0,3.4,No,0
2952,2729.0,353,@mvidalteam_304,X,Repost/Cita,"KAI ES CULPABLE, ya hay pruebas, no lo defiendan más #CancelenAKai",#CancelenAKai,,2026-03-15 05:15:58,Bot_Sospechoso,2.8,12794,139.0,22.7,No,2
2953,2730.0,321,@antonianino_11,X,Transcripción de audio/video,yo vine a leer los comentarios que siempre son mejores que la noticia y nadie sabe ni qué creer...,#QueDijoKai,,2026-03-15 04:57:08,Cuenta_Nueva,4.7,191,10.0,2.2,No,0
2954,2892.0,227,@fabian03,TikTok,Comentario,"honestamente, conozco a alguien que ganó un sorteo anterior de Kai, todo fue legal",#YoLeCreoAKai #KaiEsInocente,,2026-03-15 04:02:36,Anónimo,865.1,645,124.0,6.5,No,1
2955,2849.0,159,@sebastiantv,X,Comentario,si esto no se aclara hoy se va a armar una novela de meses la verdad...,,,2026-03-15 03:29:44,Verificado,878.4,281,38.0,0.1,No,0
2956,,216,@vivianaramirez_ug,X,Comentario,increíble como en una noche esto se salió de control y todavía falta que hable Kai 😳,,,2026-03-15 01:38:14,Bot_Sospechoso,448.1,1917,55.0,4.9,No,1
2957,2846.0,163,@felipeleon_col,X,Comentario,"el proceso del sorteo se hizo con testigos externos, no solo del equipo de Kai",#KaiDuarte,,2026-03-15 03:25:58,Fan_Antiguo,1225.3,7999,261.0,1.6,No,3
2958,,42,@natalia03,TikTok,Post original,"yo hacía memes de Kai, ahora no sé ni qué publicar",#KaiDuarte,,2026-03-15 04:06:41,Anónimo,642.8,13959,89.0,1.6,No,0
2959,2791.0,421,@teamkai_478,Instagram,Comentario,"esa imagen no es nueva, ya circulaba con otro nombre hace tiempo",#JusticiaParaKai,,2026-03-15 04:24:43,Anónimo,0.0,677,395.0,16.4,No,2
2960,2779.0,177,@haroldgomez2020,X,Comentario,no había visto esta cantidad de gente opinando de algo en meses y todavía falta que hable Kai,#KaiDuarte,,2026-03-15 04:15:34,Anónimo,300.7,699,67.0,0.1,No,0
2961,2899.0,41,@adrianaperez_11,Foro anónimo,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina y todavía falta que hable Kai 💀💀,,,2026-03-15 03:33:38,Fan_Antiguo,661.4,738,31.0,3.7,No,0
2962,2905.0,267,@camilacastro34,Instagram,Comentario,ojo con esto: dicen que hay un audio filtrado completo pero nadie lo ha mostrado,,,2026-03-15 04:19:51,Anónimo,15.2,433,163.0,12.8,No,1
2963,2883.0,329,@monica34,TikTok,Comentario,ojo con esto: un tiktok con millones de vistas ya lo dio por hecho,,,2026-03-15 04:21:35,Cuenta_Nueva,19.9,548,1877.0,6.7,No,0
2964,2702.0,380,@mvidalteam_435,X,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 05:21:45,Bot_Sospechoso,2.0,67969,74.0,19.7,No,2
2965,2894.0,8,@sara07,Instagram,Comentario,"yo hacía memes de Kai, ahora no sé ni qué publicar y todavía falta que hable Kai.",,,2026-03-15 04:59:49,Verificado,1779.8,696,113.0,3.9,No,1
2966,2937.0,370,@mvidalteam_340,TikTok,Repost/Cita,"no dejen que borren la evidencia, guarden capturas ya #CancelenAKai",#CancelenAKai,,2026-03-15 05:16:22,Bot_Sospechoso,0.0,21752,81.0,13.7,No,3
2967,2797.0,107,@tomascastro_,X,Descripción de captura,honestamente ya perdí la cuenta de cuántas pruebas van y nadie sabe ni qué creer,#JusticiaParaKai,,2026-03-15 04:55:38,Anónimo,1158.0,1947,87.0,0.1,No,0
2968,2931.0,90,@carlos_real,Instagram,Comentario,dato: revisé el reglamento público del sorteo y coincide con lo que se hizo,#JusticiaParaKai,,2026-03-15 05:09:32,Fan_Antiguo,30.0,249,399.0,7.0,No,2
2969,,249,@daniela15,Instagram,Comentario,el trending de hoy tenía que ser esto obviamente la verdad...,#QueDijoKai #YoLeCreoAKai,,2026-03-15 03:31:01,Anónimo,1073.8,27330,60.0,3.6,No,1
2970,,25,@andres_ug,X,Post original,en mi casa no se habla de otra cosa desde anoche ya en serio.,,,2026-03-15 03:36:26,Verificado,732.4,3288,17.0,1.8,No,0
2971,2739.0,405,@fansdekai_236,Instagram,Comentario,"ese clip está cortado, en el audio completo se nota que es sarcasmo",#JusticiaParaKai,,2026-03-15 04:24:06,Fan_Antiguo,0.0,7567,241.0,6.1,No,3
2972,2910.0,318,@angie03,Foro anónimo,Comentario,"Me acaban de contar que vi un live reaccionando que desmontó todo, aunque no lo vi completo",,,2026-03-15 05:48:59,Cuenta_Nueva,9.1,180,425.0,5.9,No,1
2973,2929.0,38,@yesid,X,Comentario,actualización: el ganador de mi ciudad sí recibió el premio sin ningún inconveniente,,,2026-03-15 05:09:38,Anónimo,1156.1,1653,260.0,4.9,No,4
2974,2937.0,9,@yulianasuarez07,X,Comentario,"cada quien cree lo que quiere creer, ya nadie mira pruebas y todavía falta que hable Kai 🤔",#QueDijoKai,,2026-03-15 05:17:50,Fan_Antiguo,511.7,4216,53.0,4.9,No,0
2975,,447,@RedFactCheckCo,X,Post original,Seguimos revisando la evidencia compartida; por ahora no hay elementos suficientes para confirmar ni descartar.,#VerificaAntesDeCompartir,,2026-03-15 00:57:15,Verificado,3000.0,210000,952.0,1.7,No,0
2976,2794.0,323,@jhonmedina15,TikTok,Comentario,circula que un tiktok con millones de vistas ya lo dio por hecho,#QueDijoKai,,2026-03-15 05:03:42,Cuenta_Nueva,17.5,1391,157.0,6.8,No,0
2977,2775.0,298,@juliancastro_ug,Foro anónimo,Comentario,yo creo que revisé el reglamento público del sorteo y coincide con lo que se hizo,,,2026-03-15 04:32:21,Anónimo,11.5,268,65.0,2.4,Posible (similar a una publicación anterior),1
2978,2753.0,327,@yuliana07,X,Comentario,"cada rato sale un testigo nuevo, esto ya parece novela ya en serio...",,,2026-03-15 03:39:57,Cuenta_Nueva,14.7,52,41.0,0.1,No,0
2979,2572.0,50,@ivanalarcon_col,X,Comentario,la gente ya no espera pruebas para cancelar a nadie sin exagerar...,,,2026-03-15 02:38:51,Anónimo,2157.2,12104,58.0,0.1,No,0
2980,2818.0,388,@despiertaya_820,TikTok,Repost/Cita,"KAI ES CULPABLE, ya hay pruebas, no lo defiendan más #CancelenAKai",#CancelenAKai,,2026-03-15 04:16:34,Bot_Sospechoso,1.3,11277,137.0,0.1,No,3
2981,2929.0,218,@camilacardenas,Instagram,Comentario,seguridad del evento confirmó que hubo varios testigos presentes,,,2026-03-15 05:37:10,Verificado,2503.6,13569,170.0,3.6,No,2
2982,2975.0,341,@manuelaortizsabana,Instagram,Comentario,"tengo un conocido que trabajó en la producción, dice que todo estuvo en orden",,,2026-03-15 02:17:52,Cuenta_Nueva,11.3,220,258.0,3.7,No,5
2983,2799.0,230,@cesarsalazar15,Instagram,Comentario,"todo mundo subiendo teorías, nadie subiendo pruebas sin exagerar",#FueraKai #EvaluandoLaSituacion,,2026-03-15 03:57:06,Anónimo,1087.3,22527,8.0,3.1,No,0
2984,2959.0,400,@kaisquad_990,Instagram,Comentario,"llevo horas buscando la prueba de verdad y no existe, es puro rumor",#JusticiaParaKai,,2026-03-15 04:29:54,Anónimo,1492.2,3301,93.0,2.7,No,0
2985,2980.0,387,@noloocultes_981,X,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 04:18:51,Bot_Sospechoso,3.0,11156,99.0,14.6,No,0
2986,2827.0,263,@claudiavargas22,X,Comentario,increíble como en una noche esto se salió de control y nadie sabe ni qué creer,#KaiDuarte,,2026-03-15 04:18:31,Anónimo,6.8,214,211.0,1.0,No,0
2987,2938.0,415,@fansdekai_985,Instagram,Comentario,"Kai lleva años siendo transparente con sus sorteos, esto no cuadra",#JusticiaParaKai,,2026-03-15 04:17:30,Cuenta_Nueva,1059.5,2593,112.0,1.4,No,0
2988,,179,@hector15,X,Comentario,literal me desperté y lo primero que vi fue esto y las marcas ni se han pronunciado bien,,,2026-03-15 02:25:58,Anónimo,1917.0,11210,122.0,3.0,No,0
2989,2626.0,245,@ricardoleonbogota,TikTok,Comentario,"UrbanKrew lleva media hora sin responder nada, mal ahí",,NovaVolt,2026-03-15 04:23:15,Fan_Antiguo,1107.8,45900,15.0,1.5,No,0
2990,2886.0,22,@karenpinzon_,X,Comentario,dato: yo estuve cerca del evento y no noté nada raro esa noche,#YoLeCreoAKai,,2026-03-15 05:12:50,Anónimo,2028.6,20256,95.0,2.0,No,5
2991,2966.0,91,@cesarramirezcun,TikTok,Comentario,Me acaban de contar que un tiktok con millones de vistas ya lo dio por hecho,#QueDijoKai,,2026-03-15 05:23:34,Verificado,2835.2,1010,649.0,21.0,No,0
2992,2673.0,287,@lilianax,X,Repost/Cita,tremendo desorden se armó de la nada anoche sin exagerar...,#EvaluandoLaSituacion #QueDijoKai,,2026-03-15 04:08:54,Cuenta_Nueva,20.0,280,78.0,1.2,No,0
2993,2825.0,232,@fabianleon,Instagram,Transcripción de audio/video,esto me recuerda a como diez casos parecidos la verdad,#Cancelado #KaiDuarte,,2026-03-15 04:57:26,Anónimo,1212.4,8191,114.0,1.9,No,0
2994,,228,@lilianaco,Instagram,Comentario,no puedo creer lo que está pasando con Kai y las marcas ni se han pronunciado bien 😳,,,2026-03-15 02:32:40,Anónimo,30.0,481,66.0,1.8,No,0
2995,2981.0,338,@cesarsabana,TikTok,Comentario,"Cada quien cree lo que quiere creer, ya nadie mira pruebas otra vez 😭",#YoLeCreoAKai #JusticiaParaKai,,2026-03-15 05:50:35,Cuenta_Nueva,2.6,970,52.0,2.4,No,0
2996,,40,@claudia_ug,TikTok,Repost/Cita,La cantidad de cuentas nuevas comentando esto me da mala espina sinceramente,,,2026-03-15 00:37:51,Anónimo,678.4,5987,49.0,2.2,No,0
2997,2809.0,118,@miguelrios15,X,Repost/Cita,esto habla más de nosotros como internet que de Kai la verdad sin exagerar,#VerificaAntesDeCompartir,,2026-03-15 02:48:26,Fan_Antiguo,651.1,3290,207.0,2.9,No,0
